,region_name,country_code,province_name,city_name,region_city_rank,url,about_title,about_content
100,UNITED STATES,US,NEVADA,RENO,61,https://www.tripadvisor.com/Tourism-g45992-Reno_Nevada-Vacations.html,About Reno,"Nevada's ""other"" gambling and resort town, Reno is located in the western part of the state near the California border. What the city lacks in glitz or reputation it more than makes up for in attractions and amenities. There are first-rate hotels, golf courses and casinos to rival its southern counterpart and, also like Las Vegas, Reno has become a popular destination for families. Galena Creek Park offers nature trails that even young children can navigate, plus organized educational events for families."
101,UNITED STATES,US,CONNECTICUT,UNCASVILLE,62,https://www.tripadvisor.com/Tourism-g33952-Uncasville_Mystic_Country_Connecticut-Vacations.html,,
102,UNITED STATES,US,TEXAS,FORT WORTH,63,https://www.tripadvisor.com/Tourism-g55857-Fort_Worth_Texas-Vacations.html,About Fort Worth,"Western heritage roams freely in Fort Worth, where cattle drives occur twice a day in the Stockyards National Historic District. Enjoy diverse restaurants, exciting nightlife, cultural institutions and sporting events. Entertaining kids is a snap in the “City of Cowboys and Culture,” courtesy of Six Flags Over Texas, the Fort Worth Zoo or the Noble Planetarium and Museum of Science and History.  You can depend on friendly and helpful service - the hallmark of true Texas hospitality."
103,UNITED STATES,US,OKLAHOMA,OKLAHOMA CITY,64,https://www.tripadvisor.com/Tourism-g51560-Oklahoma_City_Oklahoma-Vacations.html,About Oklahoma City,"With over 50 legendary attractions including the National Cowboy and Western Museum and the Myriad Botanical Gardens, plus world-class shopping, restaurants and hotels OKC, as it is affectionately known, is the ideal spot for a weekend of fun and reflection. Discover the sights and sounds of the Old West in Stockyards City, watch horse races at Remington Park, then have dinner and see a show in historic Bricktown.  Designed to duplicate an 1800s frontier town, families will love the Frontier City Theme Park where visitors see an reenactment of the gun fight at the OK corral and ride thrilling roller coasters.  The remarkable Oklahoma City National Memorial & Museum occupies the now-sacred soil where 168 Americans were killed. Learn how tragedy united a nation and come away with a new sense of strength, peace and resolve."
104,UNITED STATES,US,MARYLAND,OCEAN CITY,65,https://www.tripadvisor.com/Tourism-g41298-Ocean_City_Maryland-Vacations.html,"Classic, crowd-pleasing fun—fueled by Maryland crab cakes and boardwalk fries","Easy-going Ocean City is all about summertime family fun doing the activities Americans have enjoyed for generations: eating salt-water taffy, flying kites over sand dunes, playing putt-putt golf. Amusement parks deliver on merry-go-rounds and Skee-Ball action, while renowned golf courses offer another kind of play. And its proximity to Philly and the D.C. area only adds to its appeal."
105,UNITED STATES,US,TEXAS,GALVESTON,66,https://www.tripadvisor.com/Tourism-g55879-Galveston_Galveston_Island_Texas-Vacations.html,About Galveston,"More than 30 miles of beaches plus a wealth of cultural and historic institutions make this island a Gulf of Mexico vacation hot spot. If you go, don't forget your walking shoes: With 14 museums and 20 art galleries, plus several historic homes and mansions, there's a lot of ground to cover. Texas history buffs will love The Bryan Museum and those with more of a nautical interest can check out the Texas Seaport Museum. Families will enjoy the many child-friendly attractions, including Moody Gardens, with its replica of a tropical rain forest. It's easy to get caught up in all the activities, but don't forget to spend some downtime in the sun and on the beach."
106,UNITED STATES,US,HAWAII,LAHAINA,67,https://www.tripadvisor.com/Tourism-g60634-Lahaina_Maui_Hawaii-Vacations.html,About Lahaina,"Lahaina, the former Hawaiian capital, was the center of the global whaling trade, and its Historic District is a National Historic Landmark. Traditional Hawaiian luaus, surf lessons and tours on horseback are fun, but let’s be realistic—you wouldn’t be in Hawaii if you didn’t want to go to the beach. Try Ka’anapali Beach, one of Maui’s best."
107,UNITED STATES,US,MARYLAND,BALTIMORE,68,https://www.tripadvisor.com/Tourism-g60811-Baltimore_Maryland-Vacations.html,About Baltimore,"Since the redevelopment of the Inner Harbor in the late 1970s, Baltimore has set the standard for urban renewal. While a good part of the city's action centers around the fun and festive Harbor area, where street entertainers, open-air concerts, fireworks and parades abound, the surrounding neighborhoods offer all sorts of interesting landmarks, unique shops and delicious restaurants. Wander around Fells Point, the oldest section of Baltimore, reminiscent of an old English village, complete with pubs and cobblestone streets. Take the kids to the aquarium and check out the imaginative creations at the American Visionary Art Museum. Or stop by the Babe Ruth Birthplace and Museum for an in-depth look at the Great Bambino's life. Baltimore is also renowned for its African-American heritage sites, plus festivals and cultural events that take place throughout the year. From historic places and harbor cruises to family friendly attractions and fabulous neighborhoods, Charm City is one of the top tourist destinations in the United States. "
108,UNITED STATES,US,MINNESOTA,MINNEAPOLIS,69,https://www.tripadvisor.com/Tourism-g43323-Minneapolis_Minnesota-Vacations.html,About Minneapolis,"With its gleaming skyscrapers set amid glittering lakes, Minneapolis makes for an attractive and fun getaway. A truly year-round destination, the city offers activities for every season. In winter, one can explore the downtown  area through more than seven miles of glass-enclosed skyways. In addition to keeping you warm, they create a lively thoroughfare filled with specialty shops, restaurants and services.  Whether you want to escape the winter cold or the summer warmth, the Mall of America offers shopping, dining and entertainment options for any time of the year and every member of the family.  Art lovers have plenty to see at the Minneapolis Art Institute, Walker Art Center and the Frederick R. Weisman Art Museum, which all house world-renowned collections. The theater scene is thriving.  With more than thirty theaters, Minneapolis has more seats per capita than any U.S. city except New York. See a Broadway show and enjoy dinner and live jazz at a fabulous restaurant. With kids in tow, check out the Science Museum of Minnesota, where visitors can produce their own video, or come face to face with a shark at the UnderWater Adventures Aquarium. In summer, the action moves outside. Known as ""The City of Lakes,"" Minneapolis has 22 lakes located within city limits and many more in the surrounding area. In town, hordes of locals and tourists in-line skate or stroll around Lake Calhoun, stopping for ice cream along the way. Just outside of town, Fort Snelling State Park offers outdoor recreational activities from hiking to biking and golf to boating. No matter when you visit, Minneapolis offers lots for everyone to enjoy."
109,UNITED STATES,US,NORTH CAROLINA,RALEIGH,70,https://www.tripadvisor.com/Tourism-g49463-Raleigh_North_Carolina-Vacations.html,About Raleigh,"If you're looking for a getaway that's fun for the whole family and easy on your pocket, look no further than Raleigh. With more than 20 free attractions, this stately and energetic capital city offers an affordable way to enjoy history, culture and the good old outdoors. Spend the day hopping between the three state museums of art, history and natural sciences: all offer free admission. Visitors are free to wander around the grounds of the State Capitol, where they can also observe the legislative process. Stroll past the graves of Civil War generals at a historic cemetery or meander along cobblestone streets of City Market. Shop for the greenest broccoli, reddest apples and tastiest homemade treats around at the State Farmers Market. With over 150 parks, lakes and green ways in Raleigh alone, there is ample opportunity to enjoy golf, biking, swimming, boating and other outdoor adventures."
110,UNITED STATES,US,MICHIGAN,DETROIT,71,https://www.tripadvisor.com/Tourism-g42139-Detroit_Michigan-Vacations.html,About Detroit,"Detroit is an amazing destination for your next weekend getaway. If exploring is your thing, hop on a bike and meet new friends on the Slow Roll bike tour (you’ll find a unique perspective on the city, and the slow pace is perfect for all skill levels). And while you may not think of Detroit as wine country, the newly opened Detroit Vineyards is one of the country’s largest urban wineries, crafting superior wines right in the heart of the city. Grab your glass and make a toast to the weekend!"
111,UNITED STATES,US,NEW MEXICO,ALBUQUERQUE,72,https://www.tripadvisor.com/Tourism-g60933-Albuquerque_New_Mexico-Vacations.html,About Albuquerque,"Whether you're into history, culture, outdoor adventures or just in need of some new and unique scenery, Albuquerque offers exciting attractions for all ages and interests, anytime of the year. In the historic section of Old Town, ancient Indian and Spanish cultures come to life through old churches, quaint shops and piazzas, winding brick paths and adobe benches. Browsers can spend a whole day making their way through the more than 100 stores, boutiques and galleries that sell Southwestern goods as well as unique products from around the world. During the winter holiday season, Old Town is adorned with small lit candles and thousands come to stroll through the streets, listen to live music and celebrate. It is truly a sight to see. But the history doesn't stop there. The Indian Pueblo Cultural Center and the Petroglyph National Monument offer a glimpse of old Indian customs and art. Families will find plenty to do at the Albuquerque Biological Park, which features a zoo, aquarium and botanic garden. Outdoor types will find ample opportunities for hiking, biking and golf. After working up an appetite, head to any number of fine restaurants that serve up a choice of hot or even hotter New Mexican cuisine. To top it all off, take a ride on the Sandia Peak Aerial Tramway for spectacular views of all this vibrant city has to offer."
112,UNITED STATES,US,VIRGINIA,ARLINGTON,73,https://www.tripadvisor.com/Tourism-g30242-Arlington_Virginia-Vacations.html,About Arlington,"Known for walkable urban villages like Crystal City, Rosslyn and Ballston, Arlington was part of the ""10 miles square"" surveyed in 1791 to be the United States capital.  Just across the Potomac from Washington, Arlington is home to the Pentagon, Arlington National Cemetery, the Marine Corps War Memorial (Iwo Jima), Air Force Memorial and Pentagon Memorial.  With 11 Metro stops, Arlington is car-optional and offers visitors everything from eclectic theater to Bohemian cafes."
113,UNITED STATES,US,FLORIDA,WEST PALM BEACH,74,https://www.tripadvisor.com/Tourism-g34731-West_Palm_Beach_Florida-Vacations.html,About West Palm Beach,"With sunny skies, nearly perfect year-round weather and a range of outdoor and cultural attractions, West Palm Beach presents the ideal setting for a weekend escape. Enjoy a game of golf at a number of pristine local courses or hit the beach for a day of tanning and catching up on your reading. See African chimps and endangered species like the Southern White rhinoceros wander free in a natural habitat at the Lion Country Safari. You could spend an entire day on Peanut Island, a popular tourist attraction that houses a bunker built for President John F. Kennedy during the Cold War. The island includes the bunker, a museum and plenty of picnic areas, plus biking and walking paths. The ferry ride to the island cruises past the opulent mansions of the city's wealthy residents. For those who prefer indoor endeavors, the Norton Museum boasts an exceptional collection of American, Chinese and European art. Famous performers appear at ""The Harriet"" and at the Kravis Center. Of course there's always shopping, the city's other favorite pastime. From designer boutiques to big name department stores, West Palm has it all."
114,UNITED STATES,US,HAWAII,KAPOLEI,75,https://www.tripadvisor.com/Tourism-g60654-Kapolei_Oahu_Hawaii-Vacations.html,About Kapolei,"Kapolei, named for the volcanic cone Pu'u o Kapolei (loosely meaning ""hill of beloved Kapo""), is locally known as Oahu's ""second city"" after Honolulu. Built on former sugarcane and pineapple plantations, Kapolei is an affluent and vibrant city that is growing rapidly. It has an ever-changing urban scene as well as the Ko Olina resort and marina community and the Disney Aulani Resort. Sportsmen can play a round of golf at the Ko Olina Golf Club before a sophisticated evening on the town. "
115,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,CANCUN,1,https://www.tripadvisor.com/Tourism-g150807-Cancun_Yucatan_Peninsula-Vacations.html,About Cancun,"Cancun’s a pretty well-known spot for spring breakers (and spring breakers at heart)—but its fun-loving spirit, miles of resorts, and nonstop nightlife is only one small part of the story. The city is one of Mexico’s all-around gems—literally made for vacationing. Its velvety beaches are some of the best the Caribbean has to offer, while scuba divers and snorkeling buffs alike will find plenty of action in the surf, including the Museo Subacuático de Arte, with its more than 500 underwater sculptures. On the outskirts of the city, sites like the pyramids of Chichen Itza give a deep-dive on the area’s sacred Mayan heritage."
116,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,RIVIERA MAYA,2,https://www.tripadvisor.com/Tourism-g659488-Riviera_Maya_Yucatan_Peninsula-Vacations.html,About Riviera Maya,"Starting from the fishing village of Puerto Morelos and rolling down to the biosphere reserve of Sian Ka'an, the Riviera Maya covers an impressive stretch of Caribbean coastline. It’s a jumping-off point for popular spots like Cancun, Tulum, Isla Mujeres, and Holbox Island—so no matter what you’re looking for, there’s a beach for every vibe. There’s plenty of sacred ruins and deep blue cenotes to explore, plus, the area’s diving and snorkeling are next-level, especially at Xcaret and the Puerto Morelos reef. Party people find that New Year’s Eve is just the opening act for a whole season of action—including February’s Carnival season, with parades and elaborate costumes that are always a draw. But there’s plenty for families too, like water parks, zoos, and beaches perfect for sand castle building."
117,CENTRAL/SOUTH AMERICA,MX,JALISCO,PUERTO VALLARTA,3,https://www.tripadvisor.com/Tourism-g150793-Puerto_Vallarta-Vacations.html,The party never stops at this colorful resort town ,"Strolling, shopping, and sipping tequila along the Malecon boardwalk of Puerto Vallarta is the best way to kick off your vacation. Then hit the cobblestone streets of Old Vallarta to browse the flea market for handicrafts. The calm, warm waters of the Bay of Banderas make for excellent diving, or you can just watch artists sculpt spectacular creations in the sand. And the cluster of fine art galleries in El Centro are perfect spots to hit on a self-guided art tour."
118,CENTRAL/SOUTH AMERICA,MX,BAJA CALIFORNIA SUR,CABO SAN LUCAS,4,https://www.tripadvisor.com/Tourism-g152515-Cabo_San_Lucas_Los_Cabos_Baja_California-Vacations.html,About Cabo San Lucas,"Cabo really has it all—yes, unlimited drinks and R&R included. It’s where the desert meets the sea meets the mountains, and local flavors come alive. Hike to a waterfall in the desert at Canyon of the Fox, take a dip in the El Chorro hot springs, or discover some of the best marine life at Cabo Pulmo. And when you’ve had your fill of adventure, head downtown to fill up on Bajan specialties like chocolate clams, fresh seafood tostadas, and ridiculously good fish tacos."
119,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,PLAYA DEL CARMEN,5,https://www.tripadvisor.com/Tourism-g150812-Playa_del_Carmen_Yucatan_Peninsula-Vacations.html,"A paradise for nature lovers, history buffs, and party people alike","Once a sleepy fishing village, Playa del Carmen is now a Riviera Maya destination in its own right. Here, lively bars and cool boutiques sit next to local taquerias and chic luxury hotels—all with a bit more authentic Mexican style than you’ll find up the coast in Cancun. By day, hit the beach or hop the ferry to Cozumel, and at night, stroll La Quinta  (the city’s main pedestrian thoroughfare) for some people watching and the perfect margarita. And if all of that’s not enough, amazing diving and snorkeling are just off shore, while the ancient ruins of Coba tower over the inland jungles nearby."
120,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,ISLA MUJERES,6,https://www.tripadvisor.com/Tourism-g150810-Isla_Mujeres_Yucatan_Peninsula-Vacations.html,About Isla Mujeres,"Isla Mujeres offers a wide variety of tempting options for beach lovers, and is a relative bargain. Snorkel with tropical fish amid coral reefs, skim the blue waters by kayak or boat, or windsurf along the shores of soft, sandy beaches. On land, you can sunbathe, dine on seafood, dance to Latin rhythms, tour on a moped or belly up to the bar for fresh, delicious drinks."
121,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,TULUM,7,https://www.tripadvisor.com/Tourism-g150813-Tulum_Yucatan_Peninsula-Vacations.html,About Tulum,"Yes, Tulum may well be one of the most Instagrammed spots in Mexico, with plenty of smoothie stands and yoga retreats, but the Caribbean beach town is so much more. In between dips in the cerulean waters, you can hike through dense jungle and explore a subterranean river at LabnaHa Eco Park. Or tour the ancient Mayan ruins that tower over town. (Tulum was the last city inhabited by the indigenous group.) Or hop on an ATV for an off-roading adventure across the sugary sand dunes. And after all that heart-pumping activity, eat your heart out at the authentic mezcalerias, low-key beach shacks, and celeb-chef, fine-dining spots."
122,CENTRAL/SOUTH AMERICA,MX,QUINTANA ROO,PUERTO MORELOS,8,https://www.tripadvisor.com/Tourism-g240327-Puerto_Morelos_Yucatan_Peninsula-Vacations.html,"A slow-paced Mexican getaway for swimming, snorkeling, and jungle exploration","A peaceful village on Mexico's Caribbean coastline, Puerto Morelos is the antidote to glitzy Yucatan hot spots like Cancun and Playa del Carmen. Government eco-reserve designations protect the vibrant coral reef and lush mangroves—and the village itself—from rampant overdevelopment. It's all about the outdoors in this Riviera Maya town, from thrilling jungle and diving adventures to serene bike rides and massages on the beach."
123,CENTRAL/SOUTH AMERICA,MX,,LOS CABOS,9,https://www.tripadvisor.com/Tourism-g150773-Los_Cabos_Baja_California-Vacations.html,About Los Cabos,"Mexico's fastest growing resort area offers miles of empty desert and deserted beaches. Laid-back nightlife and old-fashioned fun in the sun is the Cabos' lure. Only certain beaches are safe for swimming, however, including Lovers' Beach and the more tempestuous and aptly named Divorce Beach. Whale watching, hang-gliding, snorkeling, antiquing, golf and fishing, Loreto's historic mission, and sport fishing and dining in capital La Paz are other attractions. SuburBaja buses travel the coast. "
124,CENTRAL/SOUTH AMERICA,CS,,GUANACASTE,10,https://www.tripadvisor.com/Tourism-g309235-Province_of_Guanacaste-Vacations.html,,
125,CANADA,CA,ONTARIO,TORONTO,1,https://www.tripadvisor.com/Tourism-g155019-Toronto_Ontario-Vacations.html,About Toronto,"We've heard Toronto described as ""New York City run by the Swiss,"" and it's true—you can find world-class theater, shopping and restaurants here, but the sidewalks are clean and the people are friendly. The best place to start is literally at the top—the CN Tower, the tallest freestanding structure in the Western Hemisphere."
126,CANADA,CA,ONTARIO,NIAGARA FALLS,2,https://www.tripadvisor.com/Tourism-g154998-Niagara_Falls_Ontario-Vacations.html,About Niagara Falls,"Once a destination for honeymoons and family vacations, Niagara Falls has really stepped it up as an action-packed vacation spot. The falls are literally the biggest draw – watching the frothy water tumble at alarming speeds can be mesmerizing. Throw on a poncho and hop aboard the Maid of the Mist to cruise close enough to the falls to be drenched by spray. Hit the main strip of Clifton Hill for flashy tourist attractions and restaurants galore."
127,CANADA,CA,QUEBEC,MONTREAL,3,https://www.tripadvisor.com/Tourism-g155032-Montreal_Quebec-Vacations.html,About Montreal,"Montreal, c’est si bon! This French-speaking city is considered the cultural capital of Canada, and is a cosmopolitan celebration of Québécois style. A stroll around the cobblestone streets and grand buildings of Vieux-Montréal will give you a taste of European flavor. The Basilique Notre-Dame is a confection of stained glass, and the Plateau Mont-Royal district will delight with its quaint boutiques and cafés. Dig in to a massive plate of poutine to fuel up for a tour of the epic Olympic Park."
128,CANADA,CA,BRITISH COLUMBIA,VANCOUVER,4,https://www.tripadvisor.com/Tourism-g154943-Vancouver_British_Columbia-Vacations.html,About Vancouver,"Vancouver may have all the usual big-city trappings—renowned museums, an active theater and music scene, and famed dining—but its location ringed by mountains and right by the water, surround it with nature on a grand scale.  Visit the city’s forests, parks, and impressive suspension bridge to connect with that outdoor spirit. Then explore the city’s past in Gastown’s Victorian buildings, cobblestone lanes, and English pubs. Or wander Chinatown—the country’s largest—on a never-ending food crawl."
129,CANADA,CA,QUEBEC,QUEBEC CITY,5,https://www.tripadvisor.com/Tourism-g155033-Quebec_City_Quebec-Vacations.html,North America's little Europe,"Quebec City is a charming destination that offers visitors a chance to get a taste of France without leaving the continent. You'll feel utterly transported strolling through the cobbled streets of Haute-Ville (Upper Town) and Basse-Ville (Lower Town), popping into boulangeries and patisseries for a croissant or tucking into a creperie. Impressive views will catch your eye from every direction as you walk the ramparts of the walled city, look out over the mighty St. Lawrence River from Terrasse Dufferin or the Plains of Abraham, and gaze up at the stunning Chateau Frontenac. While there are plenty of worthwhile sights to fill up your itinerary, the best way to experience the city is to take your pace down a few notches and enjoy the same joie de vivre as the locals."
130,CANADA,CA,ALBERTA,CALGARY,6,https://www.tripadvisor.com/Tourism-g154913-Calgary_Alberta-Vacations.html,About Calgary,"The sophisticated city that grew out of the Canadian West, Calgary balances the modern and the traditional with pioneer charm. For the full western experience, show up in time for the annual Calgary Stampede, complete with rodeos. Year-round you'll find abundant shopping, dining and nightlife; a short drive away are some of Canada's finest national parks."
131,CANADA,CA,ALBERTA,EDMONTON,7,https://www.tripadvisor.com/Tourism-g154914-Edmonton_Alberta-Vacations.html,About Edmonton,"As North America’s northernmost large metropolis, Edmonton is a fascinating study in contrasts — a vibrant urban center in the heart of the wilderness. It’s a city that’s never been afraid to do things a little differently, as visitors discover through close encounters with free-roaming bison, a shopping mall that spans more than 48 city blocks, and a dynamic arts and culture scene that embraces more than 40 annual festivals, including the continent’s biggest and wildest Fringe Theatre Festival."
132,CANADA,CA,ONTARIO,MISSISSAUGA,8,https://www.tripadvisor.com/Tourism-g154996-Mississauga_Ontario-Vacations.html,About Mississauga,"Toronto's neighbor Mississauga has more than 480 parks and woodlands for you to explore. Stroll the Waterfront Trail, rent a boat at the marina or spend a day at the racetrack. It's also called Ontario's shopping capital, with everything from shopping centers and outlet malls to picturesque village-style shopping streets."
133,CANADA,CA,ONTARIO,OTTAWA,9,https://www.tripadvisor.com/Tourism-g155004-Ottawa_Ontario-Vacations.html,About Ottawa,"Canada's capital is a compact, clean, cleverly planned center of culture and politics and a destination for every season. Start downtown at the architecturally stunning National Gallery of Canada, and don't miss the Canadian Museum of Nature and the Canada Aviation and Space Museum. Rideau Canal offers boating in the summer and turns into the world’s largest skating rink when frozen in the winter. Gatineau Park attracts cyclists and walkers, while Byward Market blends old and new Ottawa."
134,CANADA,CA,MANITOBA,WINNIPEG,10,https://www.tripadvisor.com/Tourism-g154954-Winnipeg_Manitoba-Vacations.html,About Winnipeg,"Any city that can be the butt of a Simpson's joke (""That's it! We're all going back to Winnipeg!"") and simultaneously one of the most vibrant cultural centers in Canada is tops in our book. The city's history of isolation and self-sufficiency means that Winnipeggers are unpretentious and sincere (and fun-loving enough to name Homer an honorary citizen). Though the winters are long and cold, there are plenty of indoor activities to both keep you warm and stimulate your imagination."
135,AFRICA,SF,WESTERN CAPE,CAPE TOWN,1,https://www.tripadvisor.com/Tourism-g1722390-Cape_Town_Western_Cape-Vacations.html,About Cape Town,"From flat-topped Table Mountain down to the blue waters of Table Bay, Cape Town is simply stunning, but the city doesn't thrive by its looks alone. Proudly multicultural, its flourishing arts, dining, and nightlife scenes are proof of this modern metropolis' creativity and innovative spirit."
136,AFRICA,KE,NAIROBI AREA,NAIROBI,2,https://www.tripadvisor.com/Tourism-g294207-Nairobi-Vacations.html,About Nairobi,"Known as the safari capital of Africa, Nairobi is an energetic, modern city that serves as a fascinating introduction to both wildlife and nightlife. Music clubs pulse with life, shops and markets bustle, and a mélange of restaurants will tempt your palate in this former Maasai watering hole. Top sights include the Karen Blixen Museum, Giraffe Centre and the black rhinos of Nairobi National Park. The compact city center is safe to walk in and taxis make other areas accessible."
137,AFRICA,SF,GAUTENG (PWV),JOHANNESBURG,3,https://www.tripadvisor.com/Tourism-g312578-Johannesburg_Greater_Johannesburg_Gauteng-Vacations.html,About Johannesburg,"Johannesburg is the place to go to mix big-city culture, shopping, dining and nightlife with outdoor adventures, up-close wildlife encounters and visits to historical sites. Explore caves and nature reserves, or visit a traditional village by day, then enjoy dinner at a hip cafe or five-star restaurant. And if you're a shopper, bring an extra, empty suitcase. With malls, open-air markets and places that blend the two, you'll find plenty of unique souvenirs."
138,AFRICA,NI,,LAGOS,4,https://www.tripadvisor.com/Tourism-g304026-Lagos_Lagos_State-Vacations.html,,
139,AFRICA,SF,KWAZULU NATAL,DURBAN,5,https://www.tripadvisor.com/Tourism-g312595-Durban_KwaZulu_Natal-Vacations.html,About Durban,"The Indian and colonial influences in this South African beach city can’t be missed, and the blend of cultures and architecture makes Durban unique in South Africa. Durban’s Golden Mile is a destination for surfers, families and fisherman, due to its blend of natural beauty and modern resort. Major-city attractions abound, making this a good destination for families and couples alike."
140,AFRICA,SF,GAUTENG (PWV),PRETORIA,6,https://www.tripadvisor.com/Tourism-g312583-Pretoria_Gauteng-Vacations.html,About Pretoria,"Pretoria is a vision of purple, thanks to its plethora of blossoming trees that gave the South African metropolis its nickname: Jacaranda City. Give in to the animal magnetism of the National Zoological Gardens of South Africa, then get up close and personal with the big, bad kitties of the Cheetah Research and Breeding Centre. The buildings of Pretoria reflect diverse architectural styles and influences, creating a unique urban landscape."
141,AFRICA,GH,GREATER ACCRA,ACCRA,7,https://www.tripadvisor.com/Tourism-g293797-Accra_Greater_Accra-Vacations.html,About Accra,"Stretched along the Atlantic Ocean, Ghana's most populous city boasts glittering beaches, monumental buildings, museums, libraries, galleries, traditional markets and lively nightlife. Accra's architecture reflects its colonial history, with 17th century castles standing alongside modern skyscrapers. A veritable melting pot of cultures, the city's central financial and shopping districts contrast sharply with the less affluent residential areas surrounding the urban core."
142,AFRICA,KE,COAST,MOMBASA,8,https://www.tripadvisor.com/Tourism-g294210-Mombasa_Coast_Province-Vacations.html,About Mombasa,"Mombasa, with a population of 900,000, is no sleepy seaside village. Its beachfront hotels appeal to travelers in search of sun, sand and surf, while its Arab, Indian and colonial European heritage makes for a wide variety of sights to see. Can't find a taxi? Travel by tuk-tuk, a three-wheeled auto rickshaw."
143,AFRICA,ET,SHEWA,ADDIS ABABA,9,https://www.tripadvisor.com/Tourism-g293791-Addis_Ababa-Vacations.html,About Addis Ababa,"Sometimes referred to as the capital of Africa, Addis Ababa is a buzzing hub of economic, social and political activity and home to such notable offices as the African Union and the United Nations Economic Commission for Africa. The diversity of its people is reflected in the many churches, mosques and museums, including the Ethiopian National Museum which houses the fossilized skeleton of Dinkinesh, or Lucy, the Australopithecine discovered in the area in the 1970s."
144,AFRICA,WA,,WINDHOEK,10,https://www.tripadvisor.com/Tourism-g293821-Windhoek_Khomas_Region-Vacations.html,About Windhoek,"Many visitors to Namibia start their adventure in Windhoek, the capital and largest city of this South African country. Nama, Herero, German, Afrikaans, and British cultures have influenced the growth and development of Windhoek. Visit the statue of Hosea Kutako, a nationalist hero, in the gardens surrounding the Tintenpalast, the seat of the Namibian legislature, or chow down on ostrich kebab or zebra steak at Joe’s Beerhouse before leaving on a safari into the Namibian wilderness."
145,PACIFIC,AS,NEW SOUTH WALES,SYDNEY,1,https://www.tripadvisor.com/Tourism-g255060-Sydney_New_South_Wales-Vacations.html,About Sydney,"With towering skyscrapers and landmarks, Sydney has all the big-city energy—but with a twist. Its easy access to nature (surf spots and bushwalks are right at your fingertips) means there’s plenty of breathing room, too. And summertime (through February) brings everyone out and exploring. The city makes the most of the weather, frontloading the calendar with events like the Sydney Festival, Chinese New Year, and WorldPride. But of course, its iconic Opera House and its cliff-top coastal walks are amazing any time of year. Take a ride up the Sydney Tower Eye, and it’ll give you a top-down view on the city and all its attractions. But leave some time to relax as locals do, whether that’s sunbathing on Bondi Beach or sipping a flat white in one of the city’s coffee shops."
146,PACIFIC,AS,VICTORIA,MELBOURNE,2,https://www.tripadvisor.com/Tourism-g255100-Melbourne_Victoria-Vacations.html,The vibrant coastal capital of Victoria,"Colorful, lively Melbourne has broad appeal for every type of traveler, from cozy cafes to local art to Australian and Aboriginal history to spectator sports. Start your day with a ""flat white"" coffee before hopping on the the free City Circle Tram loop to check out singular attractions like the Royal Botanical Gardens and the Healesville Sanctuary, where animal friends await. Melbourne is also a great starting point for daytrips to explore the Great Ocean Road and Phillip Island."
147,PACIFIC,NZ,AUCKLAND,AUCKLAND,3,https://www.tripadvisor.com/Tourism-g1811027-Auckland_North_Island-Vacations.html,About Auckland,"The Māori call Auckland Tāmaki Makaurau — a maiden desired by 100 lovers,
and a valuable territory fought over for centuries for its fertile land and
natural harbors on the Pacific Ocean (to the east) and Tasman Sea (to the
west). Today, it’s New Zealand’s largest city: A vibrant and diverse place
where nature and urban life go hand-in- hand, with 48 volcanic cones, more
than 50 islands, and 29,000 km of coastline and beaches just minutes away
from the arts and shopping of the central city."
148,PACIFIC,AS,QUEENSLAND,BRISBANE,4,https://www.tripadvisor.com/Tourism-g255068-Brisbane_Brisbane_Region_Queensland-Vacations.html,About Brisbane,"Australia’s third-largest city, Brisbane is the hub of Queensland culture, offering a peek at the past and a glimpse into the future. Visit the historic Windmill and Old Commissariat Store, built by convicts in 1828, or fast-forward to the present (and beyond) with a trip to the new Gallery of Modern Art. Mingle with locals atop Mount Coot-tha, cruise the Brisbane River to South Bank’s sandy beach on the City Cat and make sure to fill the cuteness quota at Lone Pine Koala Sanctuary, home to koalas and kangaroos. "
149,PACIFIC,AS,WESTERN AUSTRALIA,PERTH,5,https://www.tripadvisor.com/Tourism-g255103-Perth_Greater_Perth_Western_Australia-Vacations.html,About Perth,"Perched on the banks of the wide Swan River, between the Indian Ocean and the sands of the Nullarbor Desert, Perth is one of the world's most isolated cities, yet still boasts an active beach scene and smokin’ nightlife. Family-friendly Cottesloe is brimming with swimmers, surfers and snorkelers. Head north to Scarborough for a spirited beachside club scene. Coo at cute marsupials on ferry-accessible Rottnest Island, and don’t miss the views from King's Park and Botanic Gardens."
150,PACIFIC,AS,QUEENSLAND,GOLD COAST,6,https://www.tripadvisor.com/Tourism-g255337-Gold_Coast_Queensland-Vacations.html,About Gold Coast,"Sun-drenched and built for fun, Australia's Gold Coast hugs Queensland's southeast coastline with beaches, shimmering high rises, and epic surf breaks. Though it's hedonistic at heart, there's also plenty of opportunities for adventure and family-friendly attractions beyond its well-known party scene."
